EDL	Record In	Record Out	Clipname	Subtitle
EDL	00:19:10,390	00:19:12,440	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 2.0 secs ]
EDL	00:19:12,440	00:19:19,030	| https://www.youtube.com/watch?v=h_W12HmsIMY |	And there was just a shorthand of a real shorthand with us coming I don't we both we all pop kind at the same time
EDL	00:19:19,030	00:19:20,090	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 1.1 secs ]
EDL	00:19:20,090	00:19:22,809	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Been through the you know, it's the same
EDL	00:19:22,809	00:19:23,510	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.7 secs ]
EDL	00:19:23,510	00:19:28,809	| https://www.youtube.com/watch?v=h_W12HmsIMY |	The same timeframe certainly probably all stayed in the same Suites. It always freaks me out, by the way
EDL	00:19:28,809	00:19:29,930	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 1.1 secs ]
EDL	00:19:29,930	00:19:34,269	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Do you know what I mean? It's a little weird. It's a little weird when you think about it, but
EDL	00:19:34,269	00:19:36,770	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 2.5 secs ]
EDL	00:19:36,770	00:19:39,520	| https://www.youtube.com/watch?v=h_W12HmsIMY |	We'll get back to you doll of the Year at the Tokyo
EDL	00:19:39,520	00:19:40,430	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.9 secs ]
EDL	00:19:40,430	00:19:42,530	| https://www.youtube.com/watch?v=h_W12HmsIMY |	You know, we all stay in the same
EDL	00:19:42,530	00:19:44,030	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Anyway, we'll get back
EDL	00:19:44,030	00:19:47,330	| https://www.youtube.com/watch?v=h_W12HmsIMY |	But it's alright, it's time the same places. They're just much cheaper
EDL	00:19:47,330	00:19:53,680	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Yeah, but I mean the same room, you know, the same beds same toilet. It's probably same robes
EDL	00:19:53,680	00:19:54,890	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 1.2 secs ]
EDL	00:19:54,890	00:19:56,890	| https://www.youtube.com/watch?v=h_W12HmsIMY |	I'm gonna get all
EDL	00:19:56,890	00:19:57,740	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.8 secs ]
EDL	00:19:57,740	00:19:59,990	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Anyway
EDL	00:19:59,990	00:20:05,540	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Just a just a real shorthand and respect and and and good laughs on
EDL	00:20:05,540	00:20:10,869	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Set and and and I think we both know having really close friends that you know to get through
EDL	00:20:10,869	00:20:11,630	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.8 secs ]
EDL	00:20:11,630	00:20:13,670	| https://www.youtube.com/watch?v=h_W12HmsIMY |	this thing
EDL	00:20:13,670	00:20:17,409	| https://www.youtube.com/watch?v=h_W12HmsIMY |	In one piece meaning I guess I'm talking about
EDL	00:20:17,409	00:20:18,140	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.7 secs ]
EDL	00:20:18,140	00:20:24,460	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Celebrity and you need really close friends and to have that that and we've all had those relationships. Yeah
EDL	00:20:24,460	00:20:30,760	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Okay, you know you go to locations for eight months at a time and the guy that's your security or your standard
EDL	00:20:30,760	00:20:37,359	| https://www.youtube.com/watch?v=h_W12HmsIMY |	They become your best friends and the person the family day and that that's that's what I loved about this sort of
EDL	00:20:37,359	00:20:37,730	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.4 secs ]
EDL	00:20:37,730	00:20:45,290	| https://www.youtube.com/watch?v=h_W12HmsIMY |	this this screenplay is this this partnership of these guys that are on the outskirts of the industry and
EDL	00:20:45,290	00:20:51,920	| https://www.youtube.com/watch?v=h_W12HmsIMY |	trying to sort of pave their way and find their footing still and and survive their working-class actors in a
EDL	00:20:51,920	00:20:55,150	| https://www.youtube.com/watch?v=h_W12HmsIMY |	transitional time in Los Angeles and in America
EDL	00:20:55,150	00:21:01,090	| https://www.youtube.com/watch?v=h_W12HmsIMY |	But they rely on one another they have one another and it may be a you know professional relationship
EDL	00:21:01,090	00:21:06,699	| https://www.youtube.com/watch?v=h_W12HmsIMY |	But it becomes like family and that is something I think certainly with these characters. I kind of knew who they were
EDL	00:21:06,699	00:21:07,340	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.6 secs ]
EDL	00:21:07,340	00:21:11,199	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Having grown up in LA having friends like this having you know
EDL	00:21:11,199	00:21:11,810	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.6 secs ]
EDL	00:21:11,810	00:21:16,010	| https://www.youtube.com/watch?v=h_W12HmsIMY |	You know that kind of dynamic. It just it wasn't something that we needed
EDL	00:21:16,010	00:21:20,560	| https://www.youtube.com/watch?v=h_W12HmsIMY |	it wasn't some foreign land that we needed to you know, investigate or
EDL	00:21:20,560	00:21:21,500	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.9 secs ]
EDL	00:21:21,500	00:21:27,700	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Envelop ourselves into I was very familiar. Well folks right a time. Thank you so much for chatting with me today
EDL	00:21:27,700	00:21:32,500	| https://www.youtube.com/watch?v=h_W12HmsIMY |	The film is Once Upon a Time in Hollywood. It is out July 26th
EDL	00:21:32,500	00:21:33,050	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.5 secs ]
EDL	00:21:33,050	00:21:38,619	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Fantastic, I thank you so much. Quentin Tarantino Margot Robbie Leonardo DiCaprio. Mr. Brad Pitt
EDL	00:21:38,619	00:21:39,429	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.8 secs ]
EDL	00:21:39,429	00:21:41,710	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Jasprit, shoot. Thanks a lot. Yes
EDL	00:21:41,710	00:21:43,780	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Thank you
EDL	00:21:43,780	00:21:45,780	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Yeah













EDL	00:00:00,030	00:00:01,920	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the following lecture by former US
EDL	00:00:01,920	00:00:04,140	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	national security adviser dr. ximena
EDL	00:00:04,140	00:00:06,390	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Brzezinski was delivered at Brigham
EDL	00:00:06,390	00:00:11,480	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Young University on January 12 2010
EDL	00:00:11,480	00:00:19,070	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	[ SPACE 7.6 secs ]
EDL	00:00:19,070	00:00:23,220	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	President Samuelson General Jordan joke
EDL	00:00:23,220	00:00:26,369	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	ladies and gentlemen I have been called
EDL	00:00:26,369	00:00:29,099	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	many things in my life but this
EDL	00:00:29,099	00:00:31,439	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	literally is the first time ever that
EDL	00:00:31,439	00:00:34,399	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	happen called a national treasure I
EDL	00:00:34,399	00:00:36,899	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	think I'll have to phone my wife tonight
EDL	00:00:36,899	00:00:41,010	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	and and tell her what she is privileged
EDL	00:00:41,010	00:00:45,899	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	to be living with so thank you very much
EDL	00:00:45,899	00:00:50,700	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Joe Joe and I go back a long time and so
EDL	00:00:50,700	00:00:52,520	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	he knows he can get away with this and
EDL	00:00:52,520	00:00:55,800	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	he knows that I don't take it too
EDL	00:00:55,800	00:00:58,500	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	seriously and but actually I'm tempted
EDL	00:00:58,500	00:01:03,270	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	to take it seriously it reminds me a
EDL	00:01:03,270	00:01:06,960	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	little bit of once the way President
EDL	00:01:06,960	00:01:10,320	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Carter reacted when he got a particular
EDL	00:01:10,320	00:01:13,049	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	generous introduction and you were so
EDL	00:01:13,049	00:01:16,979	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	stumped that he stood up and said for
EDL	00:01:16,979	00:01:20,390	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	that introduction thank you very much of
EDL	00:01:20,390	00:01:23,759	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	all of the introductions I've ever had
EDL	00:01:23,759	00:01:29,390	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	in my life this one was the most recent
EDL	00:01:29,390	00:01:32,210	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	[ SPACE 2.8 secs ]
EDL	00:01:32,210	00:01:35,760	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	well it was recent but was very
EDL	00:01:35,760	00:01:39,930	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	innovative very creative I want to take
EDL	00:01:39,930	00:01:41,550	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	an amount to take the opportunity
EDL	00:01:41,550	00:01:45,650	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	tonight to share some thoughts with you
EDL	00:01:45,650	00:01:50,070	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	regarding America's foreign policy
EDL	00:01:50,070	00:01:52,400	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	particularly geopolitical dilemmas
EDL	00:01:52,400	00:01:55,920	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	because we do live in a time in which
EDL	00:01:55,920	00:01:59,700	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	not only the historical context as well
EDL	00:01:59,700	00:02:02,910	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	as the geopolitical context in which our
EDL	00:02:02,910	00:02:05,520	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	country finds itself is changing very
EDL	00:02:05,520	00:02:09,630	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	rapidly and quite dramatically but also
EDL	00:02:09,630	00:02:14,250	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	because in that setting we do face some
EDL	00:02:14,250	00:02:17,760	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	very basic and potentially ominous
EDL	00:02:17,760	00:02:21,180	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	dilemmas and therefore it is important
EDL	00:02:21,180	00:02:24,870	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	to think about them seriously to address
EDL	00:02:24,870	00:02:28,920	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	them critically and to draw pertinent
EDL	00:02:28,920	00:02:32,580	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	longer-term conclusions I'll be very
EDL	00:02:32,580	00:02:35,460	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	brief in describing the historical and
EDL	00:02:35,460	00:02:38,550	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	geopolitical context because basically I
EDL	00:02:38,550	00:02:40,410	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	will be simply conceptualizing
EDL	00:02:40,410	00:02:43,230	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	what is generally well known but it is
EDL	00:02:43,230	00:02:45,690	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	sometimes useful to crystallize
EDL	00:02:45,690	00:02:48,989	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	something as broad as that in a few
EDL	00:02:48,989	00:02:52,739	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	fairly defined propositions so let me
EDL	00:02:52,739	00:02:55,860	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	put to you the following three first of
EDL	00:02:55,860	00:02:59,540	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	all we are living through a very seminal
EDL	00:02:59,540	00:03:02,970	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	turning point in the distribution of
EDL	00:03:02,970	00:03:07,140	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	global power for the last five to six
EDL	00:03:07,140	00:03:10,860	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	hundred years the world has been
EDL	00:03:10,860	00:03:14,130	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	dominated politically by the Atlantic
EDL	00:03:14,130	00:03:17,970	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	powers by countries located on the
EDL	00:03:17,970	00:03:21,209	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	shores of North Atlantic Ocean and while
EDL	00:03:21,209	00:03:23,610	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	many of them struggled with each other
EDL	00:03:23,610	00:03:27,300	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	and predominance within that cluster of
EDL	00:03:27,300	00:03:30,000	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	states alternated over the five to six
EDL	00:03:30,000	00:03:32,070	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	hundred years the fact is that
EDL	00:03:32,070	00:03:35,430	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	cumulative Lee they in different ways
EDL	00:03:35,430	00:03:38,280	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	and degrees have dominated the world
EDL	00:03:38,280	00:03:40,870	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	scene that is
EDL	00:03:40,870	00:03:43,480	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	coming to an end it is now almost
EDL	00:03:43,480	00:03:46,060	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	commonplace to note that the center of
EDL	00:03:46,060	00:03:49,120	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	gravity of political power in the world
EDL	00:03:49,120	00:03:53,050	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	is shifting eastward through Stasia to
EDL	00:03:53,050	00:03:55,690	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the Pacific it doesn't mean that the
EDL	00:03:55,690	00:03:59,410	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	scales of power have tipped but they're
EDL	00:03:59,410	00:04:02,379	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	no longer one-sidedly in favor of the
EDL	00:04:02,379	00:04:05,560	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Atlantic world and the process is in one
EDL	00:04:05,560	00:04:08,650	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	direction and the center of gravity is
EDL	00:04:08,650	00:04:11,980	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	no longer on the edges but somewhere in
EDL	00:04:11,980	00:04:14,440	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the middle and shifting to the other end
EDL	00:04:14,440	00:04:18,100	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	and that second that creates a new
EDL	00:04:18,100	00:04:21,519	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	global pecking order if we were to
EDL	00:04:21,519	00:04:25,240	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	simply enumerate which countries which
EDL	00:04:25,240	00:04:27,220	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	states are the most important players in
EDL	00:04:27,220	00:04:29,650	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the world scene I think we would all
EDL	00:04:29,650	00:04:31,630	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	agree that of course the United States
EDL	00:04:31,630	00:04:36,789	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	has the greatest collective in capacity
EDL	00:04:36,789	00:04:40,710	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	for exercising of predominant influence
EDL	00:04:40,710	00:04:43,449	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	political Benadryl technological
EDL	00:04:43,449	00:04:46,380	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	economic intellectual and so forth and
EDL	00:04:46,380	00:04:48,669	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	incidentally the intellectual is not to
EDL	00:04:48,669	00:04:51,010	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	be underestimated today the American
EDL	00:04:51,010	00:04:54,940	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	model is very much under critique around
EDL	00:04:54,940	00:04:57,220	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the world and the shortcomings of
EDL	00:04:57,220	00:04:59,530	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	American society are being widely
EDL	00:04:59,530	00:05:02,919	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	discussed and in many respects Americans
EDL	00:05:02,919	00:05:05,139	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	themselves have lately become very
EDL	00:05:05,139	00:05:07,750	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	conscious of the shortcomings of our
EDL	00:05:07,750	00:05:10,810	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	system a system in which we have an
EDL	00:05:10,810	00:05:13,650	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	evidence for the greedy financial class

EDL	00:05:13,650	00:05:17,169	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	we have a political system increasingly
EDL	00:05:17,169	00:05:21,849	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	susceptible to financial manipulation we
EDL	00:05:21,849	00:05:24,760	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	have disparities and wealth which are
EDL	00:05:24,760	00:05:28,150	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the greatest among most developed
EDL	00:05:28,150	00:05:30,820	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	responsible countries and we have
EDL	00:05:30,820	00:05:33,550	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	significant displacement of social
EDL	00:05:33,550	00:05:36,700	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	talent social capital because of the
EDL	00:05:36,700	00:05:39,910	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	basic shifts in the way our economic
EDL	00:05:39,910	00:05:43,419	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	system operates but in that context the
EDL	00:05:43,419	00:05:46,150	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	intellectual preeminence of the United
EDL	00:05:46,150	00:05:48,360	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	States is still Universal economic
EDL	00:05:48,360	00:05:50,430	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	and I think it's particularly fitting to
EDL	00:05:50,430	00:05:53,100	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	note that in a first-class university
EDL	00:05:53,100	00:05:55,500	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	like Brigham Young which is simply one
EDL	00:05:55,500	00:05:58,199	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	of many American institutions of this
EDL	00:05:58,199	00:06:01,319	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	kind which have no peers throughout the
EDL	00:06:01,319	00:06:03,180	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	world and it's not the maximum for
EDL	00:06:03,180	00:06:05,849	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	example but so many foreign students are
EDL	00:06:05,849	00:06:09,270	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	here in Provo in Utah where they could
EDL	00:06:09,270	00:06:11,639	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	be in Western Europe they couldn't be in
EDL	00:06:11,639	00:06:12,930	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the Far East there could be in their
EDL	00:06:12,930	00:06:14,990	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	home countries the intellectual
EDL	00:06:14,990	00:06:17,849	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	leadership of the United States is still
EDL	00:06:17,849	00:06:20,460	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	well entrenched but it is at that level
EDL	00:06:20,460	00:06:23,070	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	if you go down the educational ladder
EDL	00:06:23,070	00:06:25,919	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	you look at secondary education if you
EDL	00:06:25,919	00:06:27,840	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	look at primary education that
EDL	00:06:27,840	00:06:30,210	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	leadership isn't quite but it could be
EDL	00:06:30,210	00:06:31,289	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	for the odd to be
EDL	00:06:31,289	00:06:33,660	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	and significant inferior to many
EDL	00:06:33,660	00:06:35,400	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	countries in the world but nonetheless
EDL	00:06:35,400	00:06:38,280	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the United States don't has the
EDL	00:06:38,280	00:06:41,699	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	composite mix of elements of power which
EDL	00:06:41,699	00:06:43,830	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	makes it a preeminent power and it's
EDL	00:06:43,830	00:06:47,669	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	likely to remain so I think I can say
EDL	00:06:47,669	00:06:50,520	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	confidently maybe for 20 more years
EDL	00:06:50,520	00:06:53,520	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	after that becomes a question mark that
EDL	00:06:53,520	00:06:55,830	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	in itself is already ominous there was a
EDL	00:06:55,830	00:06:58,710	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	time not long ago in the last 15 or so
EDL	00:06:58,710	00:07:01,229	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	years when we emerged as the only
EDL	00:07:01,229	00:07:03,960	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	superpower in the world but there tended
EDL	00:07:03,960	00:07:06,419	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	to be a presumption that this would be
EDL	00:07:06,419	00:07:09,810	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	long enduring and without too much
EDL	00:07:09,810	00:07:13,080	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	uncertainty and now at least there's
EDL	00:07:13,080	00:07:15,030	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	uncertainty it's not the same thing as
EDL	00:07:15,030	00:07:18,539	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	for telling the inevitable collapse of
EDL	00:07:18,539	00:07:21,570	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Merton preeminence but for the first
EDL	00:07:21,570	00:07:24,449	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	time ever the possibility cannot be
EDL	00:07:24,449	00:07:27,000	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	entirely excluded and one can only be
EDL	00:07:27,000	00:07:29,960	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	absolutely confident about 20 years of
EDL	00:07:29,960	00:07:33,270	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	whose second in this kind of arbitrary
EDL	00:07:33,270	00:07:35,219	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	mechanical way of picking the global
EDL	00:07:35,219	00:07:38,340	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	pecking order I suppose one could argue
EDL	00:07:38,340	00:07:42,240	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the European Union the EU certainly in
EDL	00:07:42,240	00:07:44,630	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	terms of overall economic power
EDL	00:07:44,630	00:07:48,120	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	intellectual capacity innovative
EDL	00:07:48,120	00:07:52,460	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	dynamics a way of life which is decent
EDL	00:07:52,460	00:07:57,120	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	attractive stable reasonably socially
EDL	00:07:57,120	00:08:00,060	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	just the EU circus
EDL	00:08:00,060	00:08:02,970	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	but one key ingredient is clearly
EDL	00:08:02,970	00:08:08,390	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	missing political will support it by
EDL	00:08:08,390	00:08:11,640	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	military power and hence the question is
EDL	00:08:11,640	00:08:14,880	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	does it really rank second it's a
EDL	00:08:14,880	00:08:17,010	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	question one it has the potential to be
EDL	00:08:17,010	00:08:19,380	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	so conceivably even in some
EDL	00:08:19,380	00:08:21,990	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	circumstances it could outstrip the
EDL	00:08:21,990	00:08:24,930	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	United States but since it is unlikely
EDL	00:08:24,930	00:08:27,720	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	that it will match American military
EDL	00:08:27,720	00:08:29,880	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	power in the foreseeable future and
EDL	00:08:29,880	00:08:33,150	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	since it is almost equally unlikely that
EDL	00:08:33,150	00:08:35,400	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	it will have demonstrable and unified
EDL	00:08:35,400	00:08:38,700	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	political will obviously a major
EDL	00:08:38,700	00:08:42,299	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	question mark behind EU is justified so
EDL	00:08:42,299	00:08:43,080	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	whose third
EDL	00:08:43,080	00:08:46,500	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	I think clearly China everyone of course
EDL	00:08:46,500	00:08:48,210	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	in those China is aware of the
EDL	00:08:48,210	00:08:50,520	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	infrastructural backwardness of the
EDL	00:08:50,520	00:08:53,730	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	country in many respects still it's a
EDL	00:08:53,730	00:08:56,340	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	very unevenly developed country but at
EDL	00:08:56,340	00:09:00,540	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the same time in the forward thrust of
EDL	00:09:00,540	00:09:03,750	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	China the innovation and transformation
